word,freq,sentiment_category
nearly perfect very beautiful neighborhood,2,-1
!it you feel cramped,2,-1
block newburyport,2,-1
us be able get festival,2,-1
safe convenient transportation,2,-1
!it was to far downtown,2,-1
wonderful variety restaurants,2,-1
us get downtown easily,2,-1
one block away station,2,-1
so practical being,2,-1
that felt,2,-1
excellent location people,2,-1
very short drive boston,2,-1
very quiet yet neighbourhood,2,-1
debbie,2,-1
anything area,2,-1
some aspects,2,-1
our visit family,2,-1
quaint quiet neighborhood nearby,2,-1
!front it,2,-1
safe close harvard,2,-1
quite side street,2,-1
free parking street,2,-1
chestnut,2,-1
!best sound isolation bedrooms,2,-1
fantastic quiet neighborhood,2,-1
much bigger expected,2,-1
our favorite eatery creek congress,2,-1
convenient access area,2,-1
fabulous tiny community,2,-1
!used,2,-1
local maps,2,-1
explorations,2,-1
extremely close park,2,-1
back community,2,-1
heart things,2,-1
multiple connection,2,-1
austin neighborhoods,2,-1
still located neighborhood,2,-1
great jumping point bunch,2,-1
away madness,2,-1
so close t.,2,-1
research,2,-1
umass,2,-1
lots opportunities,2,-1
very picturesque lots,2,-1
convenient suburbs,2,-1
very inviting walk neighborhood,2,-1
!most ideal,2,-1
largest tiny community,2,-1
some put by,2,-1
walkability shopping,2,-1
felt safe night there were always out,2,-1
great very quiet very very safe,2,-1
next action,2,-1
its own store center,2,-1
beautiful little treehouse,2,-1
2 share,2,-1
beautifully old,2,-1
spot you visit,2,-1
typical noise,2,-1
orange lines,2,-1
cool environment,2,-1
only locals know,2,-1
this excellent location,2,-1
sketchy us,2,-1
great really close rides,2,-1
location city,2,-1
square area,2,-1
this was nearby,2,-1
street garden,2,-1
great value area,2,-1
us was lovely,2,-1
i wanted where be close everything neighborhood,2,-1
it getting hang heading downtown,2,-1
heading downtown,2,-1
very clutch,2,-1
your going garden,2,-1
charming excellent,2,-1
as good location gets,2,-1
really rough,2,-1
slightly questionable,2,-1
really pretty bakery,2,-1
your own parking,2,-1
we hoping have,2,-1
as much we could,2,-1
close ways,2,-1
next cambridge,2,-1
lost pines,2,-1
!far track,2,-1
extremely clean home,2,-1
boston was really nice,2,-1
small blocks station,2,-1
extra clean,2,-1
individuals area,2,-1
!particularly charming,2,-1
congress great area,2,-1
central distance places,2,-1
safe great area,2,-1
really close train,2,-1
so getting was,2,-1
trader joe,2,-1
everything supermarket,2,-1
distance most,2,-1
far centers,2,-1
mit other cool places,2,-1
exhibit,2,-1
walking distance close destinations,2,-1
somewhat close bc location,2,-1
i needed be,2,-1
interesting mix residents,2,-1
station was away,2,-1
perfect us- neighbourhood,2,-1
real boston cafes,2,-1
saving grace apartment,2,-1
so close fenway go city,2,-1
great beautiful houses street,2,-1
very strongly,2,-1
mix residential,2,-1
upset,2,-1
it makes,2,-1
he described,2,-1
awesome blocks street,2,-1
flagship,2,-1
great just short walk street number,2,-1
you feel you were area,2,-1
austin vibrant scene,2,-1
most animated street boston,2,-1
lively street,2,-1
set back street,2,-1
type very nice area,2,-1
trip less stressful,2,-1
amazing neighborhood great transportation,2,-1
view bay,2,-1
nice friendly residential area buses,2,-1
!close city,2,-1
relation location,2,-1
closed harvard,2,-1
places cambridge,2,-1
which was great we traveling baby,2,-1
right on,2,-1
great super close bars,2,-1
key less entry,2,-1
nice quiet residential location,2,-1
very scenic walk neighborhood,2,-1
quietness,2,-1
absolutely ideal walk,2,-1
perfect harvard,2,-1
though loud night weekend,2,-1
traveler area,2,-1
marathon blocks line,2,-1
inexpensive ride away,2,-1
impressive reconstruction,2,-1
great location next everything,2,-1
you 're foods,2,-1
whole food,2,-1
it got am,2,-1
major renovation,2,-1
beautiful area hill,2,-1
very close tour,2,-1
local hotels area,2,-1
easy transportation bus,2,-1
neighbourhood well kept,2,-1
!especially,2,-1
farther life,2,-1
!we walking eat,2,-1
nice view skyline,2,-1
fine neighbourhood,2,-1
6th street st,2,-1
lots restaurant,2,-1
convenient driskill,2,-1
spaceful,2,-1
prettiest city,2,-1
one streets blocks garden,2,-1
beautiful street very quiet,2,-1
awesome touch,2,-1
!close water,2,-1
slightly away street,2,-1
hustle square street,2,-1
their water,2,-1
areas harvard,2,-1
my old neighborhood,2,-1
its beauty,2,-1
especially handy,2,-1
being so close station,2,-1
beautiful architecture area,2,-1
!very often,2,-1
austins,2,-1
me walk most,2,-1
local restaurants music,2,-1
it very convenient check out,2,-1
perfect location me,2,-1
when asked,2,-1
me commute quicker places i trying find,2,-1
wooden flooring,2,-1
really cool decor,2,-1
handy area,2,-1
walking distance school,2,-1
spacious quiet street,2,-1
ceremonies,2,-1
boulevard,2,-1
nice clean newer building,2,-1
interesting artistic environment restaurants,2,-1
very good bars,2,-1
really nice shopping center,2,-1
sure you sleep too late,2,-1
busy boston,2,-1
simply charming,2,-1
remote downtown,2,-1
wherever you want,2,-1
just ride street,2,-1
having neighborhood feel also being,2,-1
it great choice travelers,2,-1
great too shops,2,-1
convenient being,2,-1
!really close centre,2,-1
convenient access everything,2,-1
so lively,2,-1
busy as well,2,-1
comfortable seating,2,-1
walking distance types,2,-1
close enough dt,2,-1
iconic historical area,2,-1
walkable enjoyment area,2,-1
perfect quite neighbourhood,2,-1
easy drive gloucester,2,-1
great base trip,2,-1
quick car ride away airport,2,-1
trip boston distance,2,-1
short walk garden,2,-1
mentioned it is street,2,-1
easy walk t eat,2,-1
worth spending,2,-1
easy walk area yorkers,2,-1
really close town,2,-1
quiet open comfortable apt bed,2,-1
view beautiful,2,-1
dead street views,2,-1
me get around i knew,2,-1
asking frequently stay,2,-1
ideal centre,2,-1
supurb is ideal,2,-1
minutes downtown is neighborhood,2,-1
catch downtown,2,-1
nice park kids way,2,-1
somewhat secluded street drag,2,-1
area access,2,-1
just cheap ride away anything,2,-1
near harvard,2,-1
quite convenient andover,2,-1
make building warm,2,-1
walk harvard close subway lot cafes around,2,-1
lovely neighbourhood just short walk common,2,-1
best quiet neighborhood,2,-1
superb respect,2,-1
walking neighbor get restaurant,2,-1
my junior son,2,-1
so great swimming,2,-1
trips austin,2,-1
nice escape hustle,2,-1
most parking is resident,2,-1
plenty bars nearby,2,-1
quick walk trolley,2,-1
most friendly,2,-1
many areas marblehead walkable,2,-1
!bnbs area,2,-1
us reach metro,2,-1
bonus convenience,2,-1
just walk square neighbourhood,2,-1
better value,2,-1
italian neighborhood,2,-1
we found it be pretty available streets,2,-1
colors,2,-1
location conference,2,-1
really wonderful easy access line,2,-1
excellent beautiful area very easy walk shops boston line,2,-1
t. minutes,2,-1
just few miles,2,-1
!so forgiving,2,-1
expensive shops,2,-1
go cambridge,2,-1
busy day sightseeing,2,-1
takeout,2,-1
smaller community,2,-1
it 's street stop,2,-1
peaceful wellesley was beautiful,2,-1
street river,2,-1
convenient wellesley,2,-1
we wanted spend area,2,-1
total mess things,2,-1
dampen,2,-1
nice stay area,2,-1
also nice neighbours,2,-1
great opportunities,2,-1
reason enough stay here,2,-1
perfect walkable decks,2,-1
young couple,2,-1
popular restaurant oleana,2,-1
oriented neighborhood,2,-1
34,2,-1
just walk mit,2,-1
lots children,2,-1
spanish atmosphere,2,-1
close walking distance everything,2,-1
location very accessible transit,2,-1
great minute walk station,2,-1
short multi building just next campus,2,-1
i visiting vicinity,2,-1
safe homes,2,-1
we hoping proximity,2,-1
toddler,2,-1
its ideal location,2,-1
quick replies questions,2,-1
convenient opportunities,2,-1
t. lots places,2,-1
much better amenities,2,-1
nice too very peaceful neighborhood,2,-1
davis square,2,-1
get transportation explore,2,-1
living street,2,-1
leafy mix,2,-1
away wedding,2,-1
very convenient dover,2,-1
common cambridge,2,-1
great area cambridge distance,2,-1
major cities,2,-1
your paying,2,-1
bit charm,2,-1
fabulous location-,2,-1
blocks corner transportation,2,-1
perfect close sights,2,-1
north buildings mit,2,-1
just short stroll trans,2,-1
pleasant beautiful homes,2,-1
close gloucester,2,-1
pretty appropriate,2,-1
!exact vicinity,2,-1
little quirky,2,-1
really nice quiet area,2,-1
easy walk around,2,-1
just cute,2,-1
short walk trails,2,-1
its close proximity river,2,-1
get around salem,2,-1
fantastic very close street,2,-1
closest,2,-1
access places go,2,-1
mini celebration lobby,2,-1
line only short walk away,2,-1
wonderful centrally located,2,-1
though noisy street,2,-1
nice middle class neighborhood,2,-1
most beautiful part boston,2,-1
eating hill,2,-1
pretty quiet access pike,2,-1
about walk t.,2,-1
somerville street,2,-1
wonderful addition,2,-1
only policy,2,-1
especially works,2,-1
nicer place,2,-1
extended period time,2,-1
we walk areas,2,-1
affordable boston place,2,-1
safe houses,2,-1
safe area cambridge,2,-1
extremely convenient right next train lot,2,-1
all great,2,-1
it saved renewal,2,-1
we struck,2,-1
right next start,2,-1
very pleased,2,-1
you looking location,2,-1
out boston,2,-1
easy walk galleries,2,-1
very nice close lot,2,-1
immediate vicinity restaurants,2,-1
i almost left,2,-1
it made gloucester easy access,2,-1
public transports,2,-1
!far mit,2,-1
blocks walk subway,2,-1
open space,2,-1
quick ride away area,2,-1
tips places eat etc,2,-1
quintessential location,2,-1
fantastic nice neighborhood,2,-1
great close stop,2,-1
t square,2,-1
close supermarkets,2,-1
walk you are,2,-1
minutes stadium access,2,-1
good location us,2,-1
it was really perfect our large group hang,2,-1
i looking stations,2,-1
beachfront,2,-1
quiet street close stay,2,-1
us get boston explore it was,2,-1
small street heart,2,-1
free shuttle ride airport,2,-1
!several years,2,-1
fanstastic,2,-1
many apartments lined rhododendrons,2,-1
excellent super convenient destinations,2,-1
near university,2,-1
!you want sleep expect you hear vehicles drive by,2,-1
you 're boston,2,-1
tidying,2,-1
easy drive airport station,2,-1
our vacation very enjoyable one,2,-1
pleasant minutes,2,-1
gentrifying neighborhood,2,-1
lights has,2,-1
classic boston,2,-1
lovely row brownstones,2,-1
!well maintained,2,-1
pretty nice neighborhood,2,-1
t subway,2,-1
great access cafes,2,-1
very very quiet nice break life,2,-1
!chatty,2,-1
central neighborhoods,2,-1
extremely close station,2,-1
relatively few hotels area,2,-1
one brownstones,2,-1
distance bay,2,-1
very nice-,2,-1
quiet perfect,2,-1
fantastic quiet street restaurants,2,-1
we were minutes,2,-1
we spending boston,2,-1
whole night,2,-1
steps away,2,-1
easy navigate towns,2,-1
fan,2,-1
quite safe friendly neighbors,2,-1
some more,2,-1
simply marvelous,2,-1
creative energy,2,-1
i was cambridge business,2,-1
extremely handy,2,-1
perfect walking distance station,2,-1
station close condo,2,-1
surprisingly friendly,2,-1
easy money,2,-1
indifferent places,2,-1
when we got back,2,-1
favorite area ours time,2,-1
i was able pick night,2,-1
affordable area,2,-1
good accessibility,2,-1
whenever someone drives mass,2,-1
we had neighborhood,2,-1
oysters,2,-1
kayaking,2,-1
extra layer security,2,-1
great right next center,2,-1
manchester,2,-1
excellent shape,2,-1
aware there are,2,-1
other scenic areas,2,-1
entire weekend,2,-1
very good rated school mccallum distance,2,-1
sitting areas,2,-1
long table,2,-1
nearest stop,2,-1
right us,2,-1
comfortable outdoor seating,2,-1
this be why,2,-1
accessible visitors,2,-1
quite street drag,2,-1
super safe neighborhood,2,-1
short walk office,2,-1
very friendly me,2,-1
units room work well enough,2,-1
great quite walking distance all,2,-1
main route,2,-1
pleasant walk downtown,2,-1
handy roads,2,-1
my husband had,2,-1
premier,2,-1
adorable neighborhood street paramount,2,-1
beautiful neighborhood trees,2,-1
lovely quiet residential street cambridge,2,-1
apartment very comfortable,2,-1
amazing quiet residential neighborhood,2,-1
rotten,2,-1
peeling,2,-1
small town rural charm,2,-1
easy access boston rail,2,-1
all city was easily accessible,2,-1
major sites area are easily accessible place,2,-1
complete foods,2,-1
one pools,2,-1
my 30th birthday,2,-1
amazing very good location close transportation,2,-1
perfectly central close anything,2,-1
easy access uber,2,-1
walking distance transit,2,-1
postcard,2,-1
great spots short downtown,2,-1
busy areas,2,-1
siren,2,-1
very quiet perfect,2,-1
nice location lots,2,-1
so expensive,2,-1
me- short drive airport,2,-1
so convenient shop,2,-1
coffee map,2,-1
life insanely easy,2,-1
away market street,2,-1
readily accessible away,2,-1
so much portland,2,-1
beautiful old victorians,2,-1
guest holidays,2,-1
travels,2,-1
excellent reach,2,-1
reminiscent,2,-1
one drawbacks,2,-1
pretty much anywhere you want go,2,-1
extremely quiet i see stay,2,-1
easily accessible t restaurant,2,-1
you wanting stay suburbs,2,-1
it cost,2,-1
minutes travel,2,-1
far enough away where it was quiet area,2,-1
nice oriented area,2,-1
lively shops,2,-1
so close everything seriously,2,-1
huge supermarket,2,-1
just started,2,-1
away office,2,-1
confusing winding streets,2,-1
very uptight,2,-1
great restaurants close by,2,-1
feeling security,2,-1
only positive,2,-1
you bump them,2,-1
close enough highway,2,-1
!best places,2,-1
maintenance pool,2,-1
riverfront,2,-1
affluent town brookline,2,-1
you have go cambridge,2,-1
hostile,2,-1
you 're able walk around,2,-1
more people,2,-1
awesome--,2,-1
short walk theater,2,-1
massive old historical house absolutely charming,2,-1
several excellent restaurants,2,-1
good reach center,2,-1
amazing location distance,2,-1
get groceries,2,-1
minutes point,2,-1
close ask eat congress,2,-1
perfect antidote environment,2,-1
most places were,2,-1
!quiet hours rules,2,-1
!perfect i definitely stay him again i am area,2,-1
gordough donuts truck street restaurant,2,-1
target floor,2,-1
you wanting explore distance,2,-1
perfect proximity downtown,2,-1
more tucked neighborhood,2,-1
outside deck,2,-1
largely hispanic area north boston,2,-1
uncomfortable some,2,-1
great lovers,2,-1
convenient dt,2,-1
mix everything,2,-1
great brunch,2,-1
fresh cups water,2,-1
kalm,2,-1
my day circuit,2,-1
we chose take they were readily available area,2,-1
be perfect us,2,-1
spectacular streets,2,-1
just fantastic proximity,2,-1
which was great me,2,-1
austin main site seeing,2,-1
far sketchier i expected,2,-1
which reduced,2,-1
close more,2,-1
you 're town,2,-1
be far away city,2,-1
perspective,2,-1
pig,2,-1
experience even better,2,-1
minute walk streets options,2,-1
as beautiful pictured,2,-1
!it was close everything,2,-1
popular visitors,2,-1
make navigating traffic easy,2,-1
neat rows houses,2,-1
prior stay,2,-1
east neighborhood,2,-1
it was so close station,2,-1
walking distance road,2,-1
!convenient far downtown,2,-1
!street is,2,-1
rejuvenation,2,-1
amazing artsy neighborhood stylish restaurants,2,-1
about blocks train,2,-1
this best spot,2,-1
important places,2,-1
quite neighborhood very close everything,2,-1
quite nice area,2,-1
true history neighborhood,2,-1
very walkable food,2,-1
vicinity everything,2,-1
work done level,2,-1
!part motive,2,-1
mention,2,-1
prime area couple,2,-1
many events,2,-1
so different state,2,-1
very different locations,2,-1
ugly,2,-1
very cool concierge,2,-1
my interests,2,-1
geographically,2,-1
you feel you 're woods,2,-1
very good value,2,-1
!far drive mass,2,-1
main road route,2,-1
chinataown,2,-1
close havard,2,-1
residential neighborhood students,2,-1
comparison streets,2,-1
we needed stay,2,-1
walkers joggers,2,-1
very short walk lot,2,-1
